Dead Poets Society,1989,4.026789741438087,95335
The Times of Harvey Milk,1984,4.025763709974236,2717
House of Cards Trilogy I: House of Cards,1990,4.02497073741709,2563
North & South: The Complete Collection,1985,4.0218556701030925,2425
Miss Marple: Collection 2,1987,4.019591141396933,1174
Best of The Muppet Show: George Burns / Bob Hope / Dom DeLuise,1977,4.01875,3360
Inspector Morse 13: The Sins of the Father,1990,4.017982017982018,1001
Die Hard,1988,4.016484225269055,108528
Cheers: Season 4,1985,4.016039051603905,2868
The Cosby Show: Season 1,1984,4.014474244359302,2349
The Goonies,1985,4.013720432468031,72884
Scenes from a Marriage (Theatrical Version),1974,4.013100436681222,1145
Poirot: Peril at End House,1990,4.0126964933494556,1654
The Outlaw Josey Wales,1976,4.012163769617436,26061
Star Trek: The Next Generation: Season 3,1989,4.010611242655441,11403
Enter the Dragon: Special Edition,1973,4.009345794392523,13910
Soap: Season 2,1978,4.008181246066709,1589
21 Up,1977,4.00744248985115,1478
Talking Heads: Stop Making Sense,1984,4.0059612518628915,4697
Jeeves and Wooster: Season 4,1990,4.005681818181818,1760
Best of The Muppet Show: Harry Belafonte / Linda Ronstadt / John Denver,1978,4.0056749087961085,2467
Blazing Saddles,1974,4.004516415116031,60889
Soap: Season 3,1979,4.004042037186742,1237
Monty Python's And Now for Something Completely Different,1971,4.002840303912518,14083
Monty Python's The Meaning of Life: Special Edition,1983,4.001485453425601,27601
Black Adder III,1987,4.000231588698472,4318
Miss Marple Mysteries: A Pocketful of Rye,1985,3.9962335216572504,1062
28 Up,1985,3.994208494208494,1554
The Killing Fields,1984,3.9930902264648322,25037
Schoolhouse Rock!: Special 30th Anniversary Edition,1973,3.992318946598391,5468
Best of The Muppet Show: Elton John / Julie Andrews / Gene Kelly,1977,3.9911131898971,2138
Patton,1970,3.9890259896683706,37361
Robin Hood (Disney),1973,3.9889586902722254,26265
Little House on the Prairie: Season 2,1975,3.9886497064579256,2555
High Plains Drifter,1973,3.9883923778851313,14904
The Jewel in the Crown,1984,3.9880281690140844,1420
The Right Stuff,1983,3.987583318586681,33906
MacGyver: Season 2,1986,3.9867256637168142,1356
Jeeves and Wooster: Season 1,1990,3.986399183951037,2941
Sixteen Candles,1984,3.9861389471107507,65363
Miss Marple: Collection 1,1987,3.9861231569817868,1153
Platoon,1986,3.986038176860148,64175
Papillon,1973,3.985407616717979,23711
Grave of the Fireflies,1988,3.9839899763330084,7183
The Autobiography of Miss Jane Pittman,1973,3.9838788470933073,2047
Apocalypse Now,1979,3.9831422153918905,84590
Babette's Feast,1987,3.9825780247969216,9356
Kiki's Delivery Service,1989,3.982086406743941,10439
The Decalogue,1987,3.9819513471095997,3823
Star Trek: The Next Generation: Season 1,1987,3.9800233061428334,12014
Akira,1988,3.9781685467816854,15070
Return of the Dragon,1973,3.975325803649001,5755
Married... with Children: Season 3,1988,3.9748050389922014,3334
Joseph Campbell and The Power of Myth,1988,3.9743016759776535,1790
My Left Foot: Special Edition,1989,3.9734547568300718,10322
Where the Red Fern Grows,1974,3.972363778910231,5102
Blade Runner,1982,3.971446829070619,64161
Lethal Weapon,1987,3.9713169337696357,113377
The Exorcist: Restored Version,1973,3.9704589365217147,35713
Chinatown,1974,3.9692888632601053,53759
George Carlin: Carlin on Campus,1984,3.968763191219924,2369
Raw,1987,3.9685812469317625,16296
Harold and Maude,1971,3.9675298495890834,32245
George Carlin: Personal Favorites,1990,3.963855421686747,2241
Hoosiers,1986,3.960623828090122,33599
Cheers: Season 3,1984,3.9591304347826086,3450
That's Entertainment,1974,3.958955223880597,1608
Fanny and Alexander (Theatrical Version),1982,3.9570716749712536,2609
The Terminator,1984,3.956663704560954,96778
George Carlin: Playing with Your Head,1986,3.956460674157303,2136
The Last Waltz,1978,3.9550251664231206,6159
All the President's Men,1976,3.9550013702384215,36490
Cheers: Season 2,1983,3.952455590386625,3828
George Carlin Again!,1978,3.9515655577299413,2044
A Room with a View: Special Edition,1986,3.950943084050298,12088
Ran,1985,3.950934952852805,18771
Lean on Me,1989,3.9507142640502257,32971
Red Dwarf: Series 1,1988,3.9492927675473712,3747
Back to the Future Part II,1989,3.944533762057878,32344
Dances With Wolves: Special Edition,1990,3.9439681351431517,70799
I,1976,3.942956713132795,5452
Tampopo,1986,3.9425142135186353,4749
In Living Color: Season 2,1990,3.940675963129284,4231
The Fox and the Hound,1981,3.940374924410401,24805
Dersu Uzala,1975,3.939197405755979,2467
Yes,1986,3.938737040527804,1061
Chocolat,1988,3.9385110844817257,13352
All Creatures Great and Small: Series 1,1978,3.9381177481736143,2327
Best of The Muppet Show: Mark Hamill / Paul Simon / Raquel Welch,1978,3.937523242841205,2689
Europa Europa,1990,3.936382045224435,5926
The Secret of N-I-M-H,1982,3.9357865415628206,20463
Dawn of the Dead: European Version,1978,3.9357226334242306,2567
Trading Places,1983,3.9353067261873127,56451
The Cowboys,1972,3.9344605475040257,6210
Mississippi Burning,1988,3.9341293689704253,25292
All in the Family: Season 3,1972,3.9340836012861735,1244
Transformers: Season 1,1984,3.9334451901565997,1788
Brideshead Revisited,1981,3.9330912863070537,1928
Transformers: Season 3: Part 1,1986,3.9310580204778156,1465
MacGyver: Season 1,1985,3.929327126534067,2363
The Exorcist,1973,3.92499956057863,56893
Dawn of the Dead: Documentaries,1978,3.9240702479338845,1936
Little Big Man,1970,3.923452638321723,12489
The Muppet Movie,1979,3.9230903535573987,11455
Sherlock Holmes: The Hound of the Baskervilles,1984,3.9223300970873787,1236
The Winds of War,1983,3.9221668742216687,1606
George Carlin: Carlin at Carnegie,1982,3.9217537942664418,2965
Fast Times at Ridgemont High,1982,3.9179365733113674,58272
Poirot: The Mysterious Affair at Styles,1990,3.917590361445783,2075
Richard Pryor: Live on the Sunset Strip,1982,3.9169572798605055,4588
Monty Python's Life of Brian,1979,3.9168920467568187,43630
Married... with Children: Season 2,1987,3.9167495029821073,4024
Richard Pryor: Live in Concert,1979,3.9157182912749464,6063
Pale Rider,1985,3.915546417839633,18969
Hearts and Minds,1974,3.914393226716839,2126
Transformers: Season 3: Part 2/Season 4,1985,3.9133597883597884,1512
Henry V,1989,3.912188531972381,6662
Breaker Morant: Masterworks Edition,1980,3.9120603015075375,4776
Sanford and Son: Season 4,1972,3.9118150684931505,1168
Charlotte's Web,1973,3.9115765617575025,27357
Poirot: The ABC Murders,1988,3.9111314704535043,2183
The Lost Boys: Special Edition,1987,3.9098913302133735,37821
Empire of the Sun,1987,3.9093814010651373,24410
Sweeney Todd: The Demon Barber of Fleet Street,1982,3.9093264248704664,1158
Awakenings,1990,3.9085984885342673,30831
Torch Song Trilogy,1988,3.907756433490395,5518
Best of The Muppet Show: Peter Sellers / John Cleese / Dudley Moore,1978,3.907179601878774,4471
Say Anything,1989,3.9065668382467633,44877
Jeremiah Johnson,1972,3.906525735294118,10880
Better Off Dead,1985,3.9058073110126292,39037
Pretty Woman,1990,3.905046690292041,193295
Mr. Bean: The Whole Bean,1990,3.901760363429869,3522
George Carlin: On Location With George Carlin,1977,3.9009661835748792,2070
The Thin Blue Line,1988,3.9007407407407406,1350
Close Encounters of the Third Kind,1977,3.900568236540499,51915
Sanford and Son: Season 3,1972,3.900081234768481,1231
Shogun,1980,3.899468085106383,3760
Pee-Wee's Playhouse: Vol. 2,1987,3.898118402937127,2179
Midnight Express,1978,3.8975746924428822,14225
Into the Woods,1990,3.896185737976783,3015
Black Beauty,1971,3.8959965187119234,2298
Cry Freedom,1987,3.8953344343517755,4844
Keeping Up Appearances,1990,3.894896412329459,1979
The Deer Hunter,1978,3.8931820101945984,35509
Kelly's Heroes,1970,3.892605484336531,11779
Taxi Driver,1976,3.8926017262638717,81100
Big,1988,3.892444078110888,114043
Richard Pryor: Here and Now,1983,3.892385501545378,3559
Back to the Future Part III,1990,3.8919123505976096,25100
The Natural,1984,3.891547313519331,36237
The Man from Snowy River,1982,3.8887557603686638,10850
Return to Snowy River,1988,3.888587570621469,4425
The Golden Girls: Season 1,1985,3.887605369965657,3203
The Golden Girls: Season 2,1986,3.8875338753387534,2214
Jaws,1975,3.8860085139890255,81278
Tinker,1980,3.885618166526493,2378
Dog Day Afternoon,1975,3.8844258448060076,25568
Good Times: Season 4,1976,3.88401559454191,1026
Cheers: Season 1,1982,3.883290181238797,5021
V: The Complete TV Series,1983,3.88111067657411,2557
Little House on the Prairie: Season 1,1974,3.8804438860971526,4776
War and Remembrance: Vol. 1,1988,3.8793929712460065,1252
The Chinese Connection,1972,3.8776241679467485,1953
Lethal Weapon 2,1989,3.87695593799585,81930
Jesus of Nazareth,1977,3.8767517067912323,2783
Elizabeth R,1971,3.8755841121495327,1712
Misery,1990,3.87421873310409,46239
Sherlock Holmes: The Sign of Four,1987,3.8741776315789473,1216
The Thorn Birds,1983,3.8733333333333335,4350
Matewan,1987,3.872118959107807,4035
George Carlin: What Am I Doing in New Jersey?,1988,3.871331828442438,1772
The NeverEnding Story,1984,3.8707624640291978,42743
Inspector Morse 5: Last Seen Wearing,1988,3.8694109297374024,1409
Yes,1980,3.869275603663614,1201
Vampire Hunter D,1985,3.868952314653672,5746
Are You Being Served?,1972,3.8672060923369824,2101
Twister,1990,3.8663675380413576,10252
Kagemusha,1980,3.8655043586550435,2409
Pee-Wee's Playhouse: Vol. 1,1986,3.8652259332023577,2545
This Is Spinal Tap,1984,3.8651486354326203,54193
The Many Adventures of Winnie the Pooh,1977,3.8650253618705928,8083
Stand and Deliver,1987,3.8643841297636055,21701
Serpico,1973,3.8640426532852437,19131
Caddyshack,1980,3.8637984643695664,78795
Midway,1976,3.8629546122929126,10201
Being There,1979,3.8624017155110795,19586
Maurice,1987,3.8623805835269818,3873
Upstairs,1971,3.8610081541882875,2698
Good Times: Season 3,1975,3.8596491228070176,1083
Witness,1985,3.8594945128034586,30070
War and Remembrance: Vol. 2,1988,3.858886346300534,1311
Stripes,1981,3.858081565602457,56004
Steel Magnolias,1989,3.857711377256776,106291
G.I. Joe: Season 1: Part 2,1985,3.856152512998267,1154
The A-Team: Season 2,1983,3.8548387096774195,1302
The Black Stallion,1979,3.8540786841520336,8998
The Man Who Would Be King,1975,3.853620311357225,9571
Magnum P.I.: Season 2,1981,3.853610286844708,1011
Predator: Collector's Edition,1987,3.8533228832899193,43381
Labyrinth,1986,3.8530436693561048,31853
Good Morning,1987,3.85177639272324,82949
U2: Rattle and Hum,1988,3.8499767765908035,2153
Silverado,1985,3.8486620949307517,14874
In Living Color: Season 1,1990,3.8478991596638656,5950
The Women of Brewster Place,1989,3.847695390781563,2495
The Dark Crystal,1982,3.8464243329963517,22751
For Your Eyes Only,1981,3.846399670120097,19401
An Officer and a Gentleman,1982,3.8461109612444924,55605
A Soldier's Story,1984,3.8453437641041073,6647
Places in the Heart,1984,3.8449223581146077,14554
The Last Emperor,1987,3.844769489967836,26116
Chisum,1970,3.844205679201842,3909
Roger & Me,1989,3.84381315966764,26718
Soap: Season 1,1977,3.8435858964741185,2666
The Great Muppet Caper,1981,3.8415600243753807,6564
Doctor Who: The Talons of Weng-Chiang,1977,3.84051329055912,1091
Manhattan,1979,3.8403885184111335,20694
Brian's Song,1971,3.839878498589716,13827
Big Jake,1971,3.839396479463537,5965
Ghostbusters,1984,3.8390960386807778,104031
Bagdad Cafe,1988,3.8390778871978513,4468
Good Times: Season 2,1974,3.8383084577114426,1608
The Last Unicorn,1982,3.8380202474690663,5334
Transformers: Season 2: Part I,1985,3.8353584447144593,1646
Cyrano de Bergerac,1990,3.835093419983753,2462
Star Trek II: The Wrath of Khan,1982,3.8340813093980994,37880
The Karate Kid,1984,3.833650106728267,34199
The Outsiders,1983,3.833362173386399,28895
Rio Lobo,1970,3.8326563769293256,3693
An American Tail,1986,3.8323390677025526,14416
The Pink Panther Strikes Again,1976,3.831085694776374,11716
Sophie's Choice,1982,3.8309372233230743,23719
Dr. Seuss: The Lorax,1972,3.828587699316629,1756
Battlestar Galactica: Complete Epic Series,1978,3.828460038986355,2565
Salaam Bombay!,1988,3.828151260504202,2380
Top Gun,1986,3.827655587336029,152085
Flight of the Navigator,1986,3.82727033082905,15174
The Verdict,1982,3.8262608525997464,10251
Poltergeist,1982,3.8261550892485494,40841
Beverly Hills Cop,1984,3.8244890690921047,73004
Best of The Muppet Show: Steve Martin / Carol Burnett / Gilda Radner,1977,3.824207492795389,4164
Magnum P.I.: Season 1,1980,3.8232662192393736,1788
The Who: The Kids Are Alright,1979,3.8228176318063958,2314
Married... with Children: The Most Outrageous Episodes: Vol. 1,1987,3.8220880681818183,2816
My Father's Glory,1990,3.821774193548387,1240
Mask: Director's Cut,1985,3.821518193224592,22316
Doctor Who: The Five Doctors,1983,3.821132075471698,1325
Terms of Endearment,1983,3.819410029498525,50850
Driving Miss Daisy,1989,3.819154034698544,73029
Live and Let Die,1973,3.8190598510146416,19465
A Fish Called Wanda,1988,3.818362030832746,61039
The Accused,1988,3.818104566393846,22359
The Road Warrior,1981,3.81806729653572,30165
Roy Orbison: Black & White Night,1987,3.8166023166023164,1036
Memphis Belle,1990,3.81546308102469,17254
Girls Just Want to Have Fun,1985,3.8146341463414632,3485
Field of Dreams,1989,3.8140774149701895,64742
The Little Mermaid,1989,3.813627254509018,6986
Bedknobs and Broomsticks,1971,3.813071023674558,14995
The Rescuers,1977,3.812759883324024,16113
Three's Company: Season 3,1978,3.811278195488722,1330
The Fresh Prince of Bel Air: Season 1,1990,3.8107960741548528,3668
Revenge of the Pink Panther,1978,3.81046004842615,10325
The Return of the Pink Panther,1975,3.8104340327680366,6958
War Games,1983,3.809830979015269,36741
Airplane!,1980,3.8088894541061267,62906
Married... with Children: The Most Outrageous Episodes: Vol. 2,1987,3.8081662237255376,4139
Highlander,1986,3.808141537498043,31935
History of the World: Part 1,1981,3.8072124821185005,30059
Pink Floyd: Live at Pompeii: Director's Cut,1974,3.806663301362948,1981
G.I. Joe: Season 1: Part 1,1983,3.8065878378378377,1184
Woodstock: 3 Days of Peace & Music,1970,3.8064988290398127,3416
Kung Fu: Season 1,1972,3.8061868686868685,1584
The Elephant Man,1980,3.805864041729766,23772
Never Cry Wolf,1983,3.805345316934721,4228
Dangerous Liaisons,1988,3.8044329058007516,25807
Breaking Away,1979,3.8042653309046752,13176
The Dukes of Hazzard: Season 1,1979,3.8037974683544302,2528
La Femme Nikita,1990,3.8027038672842832,18566
Escape from Alcatraz,1979,3.8026284462644635,21001
Cahill: U.S. Marshall,1973,3.8013717421124826,3645
Three Days of the Condor,1975,3.8006456288293036,15179
Doctor Who: The Pirate Planet,1978,3.8005822416302766,1374
Doctor Who: The Ribos Operation,1978,3.8,1265
Explorers,1985,3.799402985074627,5025
Raising Arizona,1987,3.7993985474353154,88120
The Aristocats,1970,3.7993204881756,22369
The Enforcer,1976,3.799285953363829,8963
The Jerk,1979,3.798990373908094,40411
The Warriors,1979,3.7985561248253377,8588
Scooby-Doo Meets the Boo Brothers,1987,3.7983824378971693,1731
Presumed Innocent,1990,3.7973582605161553,24605
Richard Pryor: Live & Smokin',1985,3.7973209085614443,1717
Slap Shot: 25th Anniversary Edition,1977,3.7971929824561403,11400
Grease,1978,3.7954297301513025,102576
The Dukes of Hazzard: Season 2,1979,3.795221843003413,1758
Let's Do It Again,1975,3.795165394402036,1572
The Day of the Jackal,1973,3.794472084024323,9045
The Burning Bed,1984,3.7937140327578573,2259
A Bridge Too Far,1977,3.792402034101107,10029
The Land Before Time,1988,3.792114454594304,14888
Coal Miner's Daughter: Collector's Edition,1980,3.791031036296686,15208
The Mission: Special Edition,1986,3.79071930549814,9676
Marathon Man,1976,3.7898540555711477,14252
Simon and Garfunkel: Concert in Central Park,1982,3.7886412652767794,1391
The Spy Who Loved Me,1977,3.7859703020993343,19530
Pink Floyd: The Wall,1982,3.784855954398398,12982
The Rolling Stones: Gimme Shelter,1970,3.7836568566061364,3194
Brazil,1985,3.783238787449034,22564
Tora! Tora! Tora!,1970,3.782906337516855,9641
The Tin Drum,1979,3.780920421860019,2086
Rosencrantz and Guildenstern Are Dead,1990,3.7804802955665027,3248
Paris,1984,3.78031878031878,2886
Uptown Saturday Night,1974,3.7772511848341233,1266
Longtime Companion,1990,3.776667441320009,4303
The Abyss,1989,3.7765117182442056,38615
Dirty Harry,1972,3.7757337060094014,39355
The Dresser,1983,3.7755834829443446,1114
La Cage aux Folles,1979,3.7754030067016844,5521
Once Upon a Time in America,1984,3.774687535187479,8881
Moscow Does Not Believe in Tears,1980,3.7743506493506493,1232
84 Charing Cross Road,1986,3.772423398328691,3590
Ali: Fear Eats the Soul,1974,3.772011121408712,1079
Mary Tyler Moore: Season 1,1970,3.771671826625387,1292
Rocky,1976,3.7713108555633785,76698
All in the Family: Season 2,1971,3.7707170459424644,2329
National Lampoon's Vacation,1983,3.7706584852557112,78878
Hope and Glory,1987,3.7682386134623136,4962
The Trip to Bountiful,1985,3.7662001036806636,1929
The Return of Martin Guerre,1982,3.766153846153846,1625
The French Connection,1971,3.76456065927188,28759
Romancing the Stone,1984,3.7642561127227516,48260
Shaka Zulu,1986,3.7641311933007677,1433
Sanford and Son: Season 1,1972,3.7627291242362526,1964
Edward Scissorhands,1990,3.7625392440035164,79630
Night Court: Season 1,1984,3.761467889908257,1526
The Rescuers Down Under,1990,3.7606008583690986,11650
Pete's Dragon,1977,3.76054057858802,14207
Scarface,1983,3.760429835651075,3164
Pretty in Pink,1986,3.7592608326253187,47080
Miller's Crossing,1990,3.758622508174243,18962
Superman: The Movie,1978,3.7582782404624937,34941
The Shootist,1976,3.7581232128931634,7694
Parenthood,1989,3.7562770764429123,21467
The Journey of Natty Gann,1985,3.7557471264367814,1044
Sanford and Son: Season 2,1972,3.7551919446192574,1589
21 Jump Street: Season 2,1987,3.7550872093023258,1376
The A-Team: Season 1,1983,3.754601226993865,2282
The Adventures of Milo and Otis,1989,3.753836894372555,6646
Wings of Desire,1987,3.7515798342929365,7121
Play it Again,1972,3.7512410369553226,5439
Paper Moon,1973,3.7511092330445805,9466
Cheech & Chong's Next Movie,1980,3.7507423580786026,5725
Three's Company: Season 2,1977,3.7505800464037122,1724
Death of a Salesman,1985,3.750161186331399,3102
Married... with Children: Season 1,1987,3.7493343476607075,5258
Autumn Sonata,1978,3.7489504617968095,1191
Pelle the Conqueror,1987,3.747708250298924,2509
On Golden Pond,1981,3.745946376638381,50202
Magnum Force,1973,3.7450077945215647,13471
A Woman Under the Influence,1974,3.7449095022624435,1768
Down by Law,1986,3.7448356502533455,7697
Candleshoe,1977,3.744452945677123,1307
Murder on the Orient Express,1974,3.743782654127482,4785
The Big Chill,1983,3.741256274589608,36855
Doctor Who: The Armageddon Factor,1979,3.7401696222050886,1297
Doctor Who: The Androids of Tara,1978,3.739856801909308,1257
Ladyhawke,1985,3.7385254988913528,18040
Annie: Special Anniversary Edition,1982,3.73800268570217,14149
The Evil Dead,1982,3.7379863262997395,20331
Crossroads,1986,3.737134909596662,1438
American Graffiti: Collector's Edition,1973,3.736891195912243,24659
Ordinary People,1980,3.736853123429911,23884
A Clockwork Orange,1971,3.7355599266367188,75242
My Mother's Castle,1990,3.7325367647058822,1088
Out of Africa,1985,3.732454658105216,26631
For All Mankind,1989,3.731707317073171,1025
48 Hrs.,1983,3.7313429180239535,40829
Same Time,1978,3.730900554844217,4686
The Turning Point,1977,3.730344827586207,1450
Silkwood,1983,3.729331339457381,18724
Love and Death,1975,3.7291505791505792,5180
Moonlighting: Seasons 1 & 2,1985,3.7285644292013718,2041
Teen Witch,1989,3.7270114942528734,1392
Excalibur,1981,3.7265742128935533,10672
Chariots of Fire,1981,3.7262734169376066,19377
Annie Hall,1977,3.72495805783085,50665
Evil Dead 2: Dead by Dawn,1987,3.7243833968317626,19948
Crimes and Misdemeanors,1989,3.7235951638658658,13151
Fatal Attraction,1987,3.7228849886768036,49456
Cloak & Dagger,1984,3.7223029950567024,3439
Doctor Who: The Stones of Blood,1978,3.7220921155347386,1281
Mystery Science Theater 3000: The Hellcats,1990,3.720064724919094,1236
Gallipoli,1981,3.719706108125891,9119
Risky Business,1983,3.718350119904077,52125
The Goodbye Girl,1977,3.718332528569129,12426
Tales from the Crypt: Season 1,1989,3.7173770491803277,1525
Herbie Goes Bananas,1980,3.716082659478886,3339
Agatha Christie's Evil Under the Sun,1982,3.715892420537897,2045
The Gods Must Be Crazy,1980,3.7148665130776526,7379
Midnight Run,1988,3.7141820161509846,11021
The Apple Dumpling Gang Rides Again,1979,3.713291139240506,3160
The Killer,1989,3.713228894691036,2298
Camille Claudel,1989,3.712077641984184,2782
The Conversation,1974,3.711531595858622,14005
The Final Countdown,1980,3.7114517583408477,5545
The Secret Garden,1987,3.7109958506224068,4820
Wall Street,1987,3.710730785384292,28572
Herbie Rides Again,1974,3.7103700319780724,4378
Willow,1988,3.7101807580174926,42875
Real Genius,1985,3.7098665187943123,25247
Cocoon,1985,3.708896489888088,30113
Batman,1989,3.7082152974504248,76601
The Long Walk Home,1990,3.708125115676476,5403
Black Adder,1983,3.7073743541568813,4258
Strange Brew,1983,3.7071034482758622,14500
Star Trek IV: The Voyage Home,1986,3.7063233656070604,23342
Children of a Lesser God,1986,3.706276493914946,14626
Rooster Cogburn,1975,3.7062221055395117,7618
Kramer vs. Kramer,1979,3.705706894731285,37884
Wild at Heart,1990,3.705454080980968,7829
What's Happening!!: Season 1,1976,3.704201680672269,1190
Miami Vice: Season 1,1984,3.7032590051457976,1749
Freaky Friday,1976,3.702824858757062,7965
Herbie Goes to Monte Carlo,1977,3.702654867256637,3390
Dirty Dancing,1987,3.702535314828693,141442
The Apple Dumpling Gang,1975,3.702293443104969,6802
Blood Simple,1984,3.7021216883700045,17816
The Jeffersons: Season 2,1976,3.702005730659026,1396
No Way Out,1987,3.7015337084850493,18126
Some Kind of Wonderful,1987,3.7012952822240943,18992
The Jeffersons: Season 1,1975,3.700636942675159,1570
Somewhere in Time,1980,3.7002971660505906,13797
Cat on a Hot Tin Roof,1984,3.6996466431095407,3679
Murphy's Romance,1985,3.697506644728515,7901
Sweet Dreams,1985,3.6973505434782608,2944
Badlands,1973,3.6971748087110066,6796
Bruce Lee: Fists of Fury / Chinese Connection,1976,3.69625520110957,2163
Diva,1981,3.6957531519575317,3014
Heathers,1989,3.6953328003198083,40024
Bull Durham,1988,3.6949676280164803,40776
The Thing,1982,3.6949462611479533,21865
